id	direction	kind	subject	source	terms	cand_n	matched	state	pair	target
r1372	reverse	behavioural	The missing instrument is a no-restricted-syntax rule over styles/** refusing a colour or spacing literal, in the shape WRITE_BOUNDARY and SVG_CLASS_TOKENS already use; until it exists that half is held by review	docs/deliverables/Design System.md::The founding rule, and the two defects it has to survive[6]	design system,lint rule,literal,write boundary	4	-	retained	-	-
r1373	reverse	behavioural	The plan canvas needs its own visual language — zone fill and stroke, selected and hovered states, transform handles, snap guides, the measurement label, the calibration affordance, and layer states hidden/visible/locked — since Obsidian declares nothing for a canvas	docs/deliverables/Design System.md::What the plugin must decide for itself[1]	design system,canvas,zone,transform handle,snap guide,layer state	8	gallery.txt§The canvas language, proposed	present	-	-
r1374	reverse	behavioural	Density inside the three-column editor (toolbar, two rails, canvas, status bar) must be decided by the design system since it has to hold on a laptop pane and Obsidian's spacing scale was not asked to solve it	docs/deliverables/Design System.md::What the plugin must decide for itself[2]	design system,density,editor,toolbar,rail,status bar	8	prototype.txt§8. Visual Contract	present	-	-
r1375	reverse	behavioural	The state vocabulary must be consistent across a DOM control and a Konva shape that share no styling mechanism at all	docs/deliverables/Design System.md::What the plugin must decide for itself[3]	design system,state vocabulary,dom,konva	5	-	retained	-	-
r1376	reverse	behavioural	Every canvas element still takes its colour from a host variable wherever one has the right meaning, so a themed vault stays themed even on the canvas	docs/deliverables/Design System.md::What the plugin must decide for itself[4]	design system,canvas,colour,host variable,theme	8	gallery.txt§The canvas language, proposed	present	-	-
r1377	reverse	behavioural	Each component gets its own note under docs/components/; the Design System note stays the index and the state vocabulary	docs/deliverables/Design System.md::The component inventory[1]	design system,component,docs	7	-	retained	-	-
r1378	reverse	behavioural	Three rows split on the way out (toolbar/button, modal/confirmation dialog, three transient canvas overlays), taking the inventory from fifteen rows to seventeen component notes with nothing added	docs/deliverables/Design System.md::The component inventory[2]	design system,component,toolbar,modal,overlay	8	-	retained	-	-
r1379	reverse	behavioural	Every component in the DOM half is a Vue component per ADR-004, mounted per view per SDD §12	docs/deliverables/Design System.md::The component inventory[3]	design system,vue,component,mount	7	-	retained	-	-
r1380	reverse	behavioural	Status is never colour-only; every state names the non-colour channel that carries it, because a state defined as the blue one disappears for one reader in twelve and under one theme in three	docs/deliverables/Design System.md::States, and the second channel each one owes[1]	design system,state,colour,accessibility	8	prototype.txt§Responsive & Accessibility Contract	present	-	-
r1381	reverse	behavioural	Hover state's second channel is cursor change plus elevation or fill shift	docs/deliverables/Design System.md::States, and the second channel each one owes[2]	design system,state,hover	8	-	retained	-	-
r1382	reverse	behavioural	Focus state (:focus-visible)'s second channel is a ring with its own thickness, never colour alone	docs/deliverables/Design System.md::States, and the second channel each one owes[3]	design system,state,focus	8	-	retained	-	-
r1383	reverse	behavioural	Active/pressed state's second channel is a position or inset shift	docs/deliverables/Design System.md::States, and the second channel each one owes[4]	design system,state,active,pressed	8	-	retained	-	-
r1384	reverse	behavioural	Selected state's second channel is border weight plus handles on the canvas, or a checked mark in a list	docs/deliverables/Design System.md::States, and the second channel each one owes[5]	design system,state,selected,handle	8	gallery.txt§Canvas (Selection handle)	present	-	-
r1385	reverse	behavioural	Disabled state's second channel is reduced opacity and a non-interactive cursor, plus aria-disabled	docs/deliverables/Design System.md::States, and the second channel each one owes[6]	design system,state,disabled,aria	8	gallery.txt§Chrome (Tool button, Disabled)	present	-	-
r1386	reverse	behavioural	Loading state's second channel is a moving indicator and text	docs/deliverables/Design System.md::States, and the second channel each one owes[7]	design system,state,loading	8	gallery.txt§Chrome (Save-state indicator, Saving)	present	-	-
r1387	reverse	behavioural	Error state's second channel is an icon and a message, per slice 16	docs/deliverables/Design System.md::States, and the second channel each one owes[8]	design system,state,error	8	gallery.txt§Chrome (Save-state indicator, Save error)	present	-	-
r1388	reverse	behavioural	Empty state's second channel is copy and an action, per slice 14	docs/deliverables/Design System.md::States, and the second channel each one owes[9]	design system,state,empty	8	gallery.txt§Shared vocabulary (Empty state)	present	-	-
r1389	reverse	behavioural	Locked/hidden state's second channel is an icon, per PRD §39's object states	docs/deliverables/Design System.md::States, and the second channel each one owes[10]	design system,state,locked,hidden	8	gallery.txt§Rails (Layer toggle)	present	-	-
r1390	reverse	behavioural	Every canvas state needs a drawn equivalent of a DOM channel — a painted focus indicator, not an inherited one — since Konva draws to one canvas element with no DOM node, no CSS focus ring and no accessible name	docs/deliverables/Design System.md::The canvas is not the DOM, and that is a design-system constraint[1]	design system,canvas,focus indicator,konva	6	-	retained	-	-
r1391	reverse	behavioural	A minimum handle size is a world-to-screen decision, not a CSS one, since a handle that is 8 screen pixels at one zoom is not 8 at another, and adequate hit targets is a claim about the screen (SDD §85)	docs/deliverables/Design System.md::The canvas is not the DOM, and that is a design-system constraint[2]	design system,handle,hit target,zoom,screen	8	-	retained	-	-
r1392	reverse	behavioural	The canvas cannot be the only route to anything, a conclusion reached from three arguments (Sitemap's mobile side, Accessibility's §44, and Design System's own)	docs/deliverables/Design System.md::The canvas is not the DOM, and that is a design-system constraint[3]	design system,canvas,route,mobile,accessibility	6	wireframes.txt§A.11 Screen — Spaces	present	-	-
r1393	reverse	behavioural	Stylesheet partials under styles/, one per concern, are assembled by scripts/styles-assemble.mjs into dist/styles.css; the build fails on a partial no entry file imports, an unresolvable import, or a partial over 400 lines	docs/deliverables/Design System.md::Mechanism, as it already stands[1]	design system,stylesheet,partial,build	6	-	retained	-	-
r1394	reverse	behavioural	There is one entry class per view: .renovation-planner-view is the stylesheet's only way into that view, and a new surface takes one class the same way	docs/deliverables/Design System.md::Mechanism, as it already stands[2]	design system,entry class,view,stylesheet	8	gallery.txt§renovation-planner-view (used on every specimen)	present	-	-
r1395	reverse	behavioural	No inline styles are permitted, refused by eslint-plugin-obsidianmd	docs/deliverables/Design System.md::Mechanism, as it already stands[3]	design system,inline style,lint	4	-	retained	-	-
r1396	reverse	behavioural	Icons come from setIcon and Obsidian's own set; RENOVATION_PROJECT_ICON is one exported fact for the tab and ribbon so the two cannot drift, and an icon choice cannot be verified until the first real setIcon call	docs/deliverables/Design System.md::Mechanism, as it already stands[4]	design system,icon,seticon,ribbon	6	gallery.txt§Icon vendoring note (lines 15-19)	present	-	-
r1397	reverse	behavioural	tests/harness/accessibility.test.ts checks semantics only: contrast, focus visibility and hit-target size are not checked there, since jsdom cannot measure any of the three	docs/deliverables/Design System.md::What holds this note[1]	design system,accessibility test,contrast,focus,hit target	8	-	retained	-	-
r1398	reverse	behavioural	npm run harness is faithful about markup, spacing, hierarchy and Obsidian's default colours, but not faithful about a themed vault's colours, its accent, or any dropped element default	docs/deliverables/Design System.md::What holds this note[2]	design system,harness,theme,colour	8	-	retained	-	-
r1399	reverse	behavioural	npm run test-build into this repository's own vault is the only place appearance, contrast, focus visibility and hit targets are actually verified	docs/deliverables/Design System.md::What holds this note[3]	design system,test-build,vault,appearance	7	-	retained	-	-
r1400	reverse	behavioural	The list row is settled: Bases owns the alternative list route entirely (states, hit targets, density), so Design System owns nothing about it, and a spatial object's selected state has two unmatched answers — the canvas one and Bases' own — accepted rather than overlooked	docs/deliverables/Design System.md::Open, and not decided here[1]	design system,list row,bases,selected state	8	-	retained	-	-
r1401	reverse	named	Disclosure ladder	docs/deliverables/Disclosure ladder.md::name	disclosure ladder,rung	-	gallery	present	-	deliverables
r1402	reverse	behavioural	Sitemap owns the surface inventory and routes; the Disclosure ladder names a rung's home surface by pointing at a Sitemap row, never adding a surface, since a rung is not a surface	docs/deliverables/Disclosure ladder.md::What this note may not restate[1]	disclosure ladder,sitemap,rung,surface	6	-	retained	-	-
r1403	reverse	behavioural	Information Architecture owns the naming register and the six groups; the Disclosure ladder uses those groups and adds nothing to them	docs/deliverables/Disclosure ladder.md::What this note may not restate[2]	disclosure ladder,information architecture,group	6	-	retained	-	-
r1404	reverse	behavioural	Design System owns what a revealed control looks like; a rung has no appearance	docs/deliverables/Disclosure ladder.md::What this note may not restate[3]	disclosure ladder,design system,control,appearance	7	-	retained	-	-
r1405	reverse	behavioural	Onboarding and example project owns PRD §93, §94 and §95; the boundary test is hidden means absent, empty means present-but-unfilled — a navigable-but-unfilled surface is the empty state, owned by Onboarding	docs/deliverables/Disclosure ladder.md::What this note may not restate[4]	disclosure ladder,onboarding,empty state,hidden	7	-	retained	-	-
r1406	reverse	behavioural	A hidden rung has no copy, no placeholder, no greyed tab and no coming-soon message; it is not on the surface at all	docs/deliverables/Disclosure ladder.md::What this note may not restate[5]	disclosure ladder,hidden rung,copy,placeholder	2	-	retained	-	-
r1407	reverse	behavioural	PRD §5's fifteen steps are the superset, PRD §3.5's four steps are rung 1, and PRD §53's nine-step cycle is what the ladder looks like once every rung is unlocked and the renovator is going round rather than forward — a refinement rather than a citation of any single source	docs/deliverables/Disclosure ladder.md::The five sequences this note reconciles[1]	disclosure ladder,prd,rung,cycle	4	-	retained	-	-
r1408	reverse	behavioural	Rung 1, A measured plan, opens Place (PRD §5 steps 1-4), promoted by a Project existing, and gives a renovator a scaled drawing with named extents without meeting a single number they did not ask for	docs/deliverables/Disclosure ladder.md::The ladder[1]	disclosure ladder,rung,place,project	8	prototype.txt§2 Golden Path	contradictory	prototype§2 Golden Path>>docs/deliverables/Disclosure ladder.md::The ladder[1]	-
r1409	reverse	behavioural	Rung 2, A costed plan, opens Things and Money (PRD §5 steps 6, 9, 10), promoted by the first Zone existing, and is deliberately rung 2 rather than rung 4 so the terrace times waste times unit price demonstration is not buried behind trades and work packages	docs/deliverables/Disclosure ladder.md::The ladder[2]	disclosure ladder,rung,zone,cost	8	prototype.txt§6 Canonical Fixture	contradictory	prototype§6 Canonical Fixture>>docs/deliverables/Disclosure ladder.md::The ladder[2]	-
r1410	reverse	behavioural	Rung 3, Organised work, opens Work (PRD §5 steps 5, 7, 8, 11), promoted by the first Cost item existing	docs/deliverables/Disclosure ladder.md::The ladder[3]	disclosure ladder,rung,work,cost item	8	uxd.txt§22 Progressive Disclosure Model	contradictory	uxd§22 Progressive Disclosure Model>>docs/deliverables/Disclosure ladder.md::The ladder[3]	-
r1411	reverse	behavioural	Rung 4, Time, opens the schedule half of Work (PRD §5 step 12), promoted by the first Work package existing	docs/deliverables/Disclosure ladder.md::The ladder[4]	disclosure ladder,rung,time,work package,schedule	8	-	retained	-	-
r1412	reverse	behavioural	Rung 5, Execution, opens Record (PRD §5 steps 13-15), promoted by the first dated Task existing, and is where PRD §53's cycle closes and Update Plan points back at rung 1	docs/deliverables/Disclosure ladder.md::The ladder[5]	disclosure ladder,rung,execution,task	7	-	retained	-	-
r1413	reverse	behavioural	Rung 6, Alternatives and change, opens Watch, with no PRD §5 steps of its own	docs/deliverables/Disclosure ladder.md::The ladder[6]	disclosure ladder,rung,watch	1	-	retained	-	-
r1414	reverse	behavioural	Rung 3 deliberately contradicts PRD §5's order, which puts Define Construction Sections before Place Assets: the ladder reveals sections after costs because a construction section is a grouping and a renovator with one zone and no costs has nothing to group, and PRD §5's order is dependency order rather than reveal order	docs/deliverables/Disclosure ladder.md::The ladder[7]	disclosure ladder,rung,construction section,prd	5	-	retained	-	-
r1415	reverse	behavioural	A rung is promoted by the existence of the entity the previous rung produces — never by a count, never by a setting, and never by elapsed time	docs/deliverables/Disclosure ladder.md::The promotion rule[1]	disclosure ladder,promotion,existence,rung	1	-	retained	-	-
r1416	reverse	behavioural	A promoted rung never demotes: deleting the last work package moves the schedule from hidden to its empty state rather than hiding it again	docs/deliverables/Disclosure ladder.md::The promotion rule[2]	disclosure ladder,promotion,demote,empty state	6	-	retained	-	-
r1417	reverse	behavioural	A disclosure level is deliberately not a setting in data.json, because a preference the renovator must understand before seeing what it hides is worse than the model already knowing where the renovator is	docs/deliverables/Disclosure ladder.md::The promotion rule[3]	disclosure ladder,setting,data.json,preference	3	-	retained	-	-
r1418	reverse	behavioural	The home surface is a rung-1 question asked every session, not a one-time onboarding question; PRD §93 describes reaching rung 1 once from a cold install, which is different	docs/deliverables/Disclosure ladder.md::The home surface, and IA's first open question answered[1]	disclosure ladder,home surface,onboarding,session	7	prototype.txt§9 Interaction Contracts (Open vs Continue)	present	-	-
r1419	reverse	behavioural	Project-first to create, plan-first thereafter: the home surface is the plan from the moment a calibrated Plan exists and the project only before that; renovation-project opens in editor mode once a calibrated Plan exists and in project mode before that, with the mode persisted through getState() and the renovator's last choice outranking the default	docs/deliverables/Disclosure ladder.md::The home surface, and IA's first open question answered[2]	disclosure ladder,home surface,plan,project,mode,getstate	8	prototype.txt§9 Interaction Contracts	contradictory	prototype§9 Interaction Contracts>>docs/deliverables/Disclosure ladder.md::The home surface, and IA's first open question answered[2]	-
r1420	reverse	named	Information Architecture	docs/deliverables/Information Architecture.md::name	information architecture,ia,naming	-	prd,uxd	present	-	deliverables
r1421	reverse	behavioural	Information Architecture answers only where a fact is seen and what it is called, tested by whether the entity note could state the same thing without lying by omission	docs/deliverables/Information Architecture.md::What this note may not restate[1]	information architecture,entity,fact	7	-	retained	-	-
r1422	reverse	behavioural	On-screen label is Assets (panel), not Library — the entity is Asset, and Asset library is the catalogue concept, so the panel takes the object's own noun	docs/deliverables/Information Architecture.md::The naming register[1]	information architecture,asset,library,panel	8	gallery.txt§Rails (Left rail, "Assets" section)	present	-	-
r1423	reverse	behavioural	On-screen label is Plan canvas (region), not Plan — Plan is an entity, so a region named with the bare entity noun would make open the plan ambiguous between note and viewport	docs/deliverables/Information Architecture.md::The naming register[2]	information architecture,plan,plan canvas,region	8	gallery.txt§Canvas ("Plan canvas" specimen)	present	-	-
r1424	reverse	behavioural	On-screen label is Zone, not Area or Space — Zone is the noun a user sees for a planned extent, Area collides with the m2 measurement, and Space is a fact about the building rather than a thing drawn	docs/deliverables/Information Architecture.md::The naming register[3]	information architecture,zone,area,space	8	canvas.txt§8 Space / §20 Renovation Zones	present	-	-
r1425	reverse	behavioural	Spatial object, an internal supertype persisted in a sidecar, is never shown on screen; users meet only its branches — a zone, a measurement, a marker	docs/deliverables/Information Architecture.md::The naming register[4]	information architecture,spatial object,supertype,sidecar	6	-	retained	-	-
r1426	reverse	behavioural	The on-screen view label is Risks (plural), not Risk — a view listing many takes a plural label while the entity note stays singular	docs/deliverables/Information Architecture.md::The naming register[5]	information architecture,risk,risks,view label	8	-	retained	-	-
r1427	reverse	behavioural	The general naming rule: a user-facing label is the entity's own noun wherever one exists, a region or view gets a compound name rather than a bare borrowed noun, an internal supertype never surfaces, and a new surface adds a row to this register before a string to locales/en.ts	docs/deliverables/Information Architecture.md::The naming register[6]	information architecture,label,naming,supertype	8	-	retained	-	-
r1428	reverse	behavioural	The Place group (Where?) contains Site, Building, Floor, Space, Outdoor area, Plan, Zone, Spatial object, Layer	docs/deliverables/Information Architecture.md::The grouping[1]	information architecture,place,site,building,floor,space,plan,zone,layer	8	uxd.txt§6 Information Architecture (Spatial)	present	-	-
r1429	reverse	behavioural	The Work group (What has to be done, in what order?) contains Construction section, Trade, Work package, Task, Milestone, Dependency	docs/deliverables/Information Architecture.md::The grouping[2]	information architecture,work,construction section,trade,work package,task,milestone,dependency	8	-	retained	-	-
r1430	reverse	behavioural	The Things group (What goes in, how much?) contains Asset, Requirement, Quantity	docs/deliverables/Information Architecture.md::The grouping[3]	information architecture,things,asset,requirement,quantity	8	-	retained	-	-
r1431	reverse	behavioural	The Money group (What does it cost, and where is it now?) contains Cost item, Money, Supplier, Quote, Procurement item, Order, Invoice	docs/deliverables/Information Architecture.md::The grouping[4]	information architecture,money,cost item,supplier,quote,procurement item,order,invoice	8	jtbd.txt§Theme — Budget & estimation / Materials & procurement	present	-	-
r1432	reverse	behavioural	The Record group (What was decided, and what proves it?) contains Document, Photo, Decision, Scenario, Plan revision	docs/deliverables/Information Architecture.md::The grouping[5]	information architecture,record,document,photo,decision,scenario,plan revision	8	canvas.txt§11 Decision / §12 Photo	present	-	-
r1433	reverse	behavioural	The Watch group (What could go wrong?) contains Risk, Issue, Constraint	docs/deliverables/Information Architecture.md::The grouping[6]	information architecture,watch,risk,issue,constraint	6	canvas.txt§10 Problem	contradictory	canvas§10 Problem>>docs/deliverables/Information Architecture.md::The grouping[6]	-
r1434	reverse	behavioural	Project is in no group: it is the root every entity resolves to, which is a business rule before it is an architecture	docs/deliverables/Information Architecture.md::The grouping[7]	information architecture,project,root	7	uxd.txt§3 UX Principles ("Project before feature.")	present	-	-
r1435	reverse	behavioural	The grouping is not the folder layout (folders are filing, hierarchy lives in frontmatter) and not the MVP/V1/V2 stages (a group is a place to look, not a release)	docs/deliverables/Information Architecture.md::The grouping[8]	information architecture,folder,frontmatter,stage	6	-	retained	-	-
r1436	reverse	behavioural	A fact is shown on the surface that owns the entity producing it, and referenced — linked, never copied — everywhere else	docs/deliverables/Information Architecture.md::Where a fact lives[1]	information architecture,fact,surface,reference	8	research.txt§10. Problem Cluster — Information Is Fragmented Across Tools	present	-	-
r1437	reverse	behavioural	A derived value appears where it is derived, with its inputs reachable in one move; two surfaces showing one derived number is two roundings the day one is edited	docs/deliverables/Information Architecture.md::Where a fact lives[2]	information architecture,derived value,rounding	6	gallery.txt§Rails (Inspector, Area "derived")	present	-	-
r1438	reverse	behavioural	A rollup is shown on the axis it rolls up (section, trade, project) and never re-summed by a screen	docs/deliverables/Information Architecture.md::Where a fact lives[3]	information architecture,rollup,axis	6	-	retained	-	-
r1439	reverse	behavioural	An override is shown beside what it replaced, never in place of it	docs/deliverables/Information Architecture.md::Where a fact lives[4]	information architecture,override	5	-	retained	-	-
r1440	reverse	behavioural	An uncalibrated measurement is not shown as a measurement; the surface owes a state, not a hidden value	docs/deliverables/Information Architecture.md::Where a fact lives[5]	information architecture,uncalibrated,measurement,state	8	gallery.txt§Canvas (Measurement label, uncalibrated state)	present	-	-
r1441	reverse	behavioural	A fact with no owning surface yet is not homeless, it is unplanned: it goes to the entity's note via Bases until a surface claims it	docs/deliverables/Information Architecture.md::Where a fact lives[6]	information architecture,fact,bases,unplanned	5	-	retained	-	-
r1442	reverse	behavioural	The plan-first-or-project-first question is answered by Disclosure ladder: project-first to create, plan-first thereafter, the home surface being the plan from the moment a calibrated one exists	docs/deliverables/Information Architecture.md::Answered since, and by whom[1]	information architecture,home surface,plan,project,disclosure ladder	8	prototype.txt§9 Interaction Contracts	contradictory	prototype§9 Interaction Contracts>>docs/deliverables/Information Architecture.md::Answered since, and by whom[1]	-
r1443	reverse	behavioural	The original deferral reasoning (needing PRD §93's onboarding sequence walked) was wrong on both counts: §93 belongs to Onboarding and example project, and the home-surface question is asked every session rather than once at cold install	docs/deliverables/Information Architecture.md::Answered since, and by whom[2]	information architecture,onboarding,home surface,deferral	7	prototype.txt§9. Interaction Contracts (Open vs Continue)	present	-	-
r1444	reverse	behavioural	Because the plan editor is a mode of one view type rather than a second view, the home-surface answer resolves to a default mode, changing the top of every route without changing any route	docs/deliverables/Information Architecture.md::Answered since, and by whom[3]	information architecture,plan editor,mode,route	8	-	retained	-	-
r1445	reverse	named	MVP Prototype	docs/deliverables/MVP Prototype.md::name	mvp prototype,prototype	-	-	retained	-	deliverables
r1446	reverse	behavioural	The prototype mission is to validate the project-first renovation experience before production implementation, building the experience needed to answer UX questions rather than the finished product	docs/deliverables/MVP Prototype.md::1. Prototype Mission[1]	mvp prototype,project-first,ux	7	prototype.txt§1. Prototype Mission	present	-	-
r1447	reverse	behavioural	The prototype must prove a user can start a project, establish spaces, understand Project Home, work inside a room context, add renovation work and a rough estimate, leave, return, and continue, without understanding the underlying technical data model	docs/deliverables/MVP Prototype.md::1. Prototype Mission[2]	mvp prototype,project,space,project home,estimate	8	prototype.txt§1 Prototype Mission	present	-	-
r1448	reverse	behavioural	The prototype's techstack is HTML, CSS and JS in one self-contained deliverable	docs/deliverables/MVP Prototype.md::Techstack[1]	mvp prototype,html,css,js,self-contained	6	prototype.txt§7 Prototype State Contract	present	-	-
r1449	reverse	named	Sitemap	docs/deliverables/Sitemap.md::name	sitemap,surface,route	-	-	retained	-	deliverables
r1450	reverse	behavioural	Renovation Project is a Workspace view (SDD §11 primary), MVP stage, read on mobile, and is registered today as renovation-project	docs/deliverables/Sitemap.md::The inventory[1]	sitemap,renovation project,workspace view	7	-	retained	-	-
r1451	reverse	behavioural	Plan editor is a Mode of renovation-project (SDD §11 primary), MVP stage, not available on mobile, and is not registered as its own view	docs/deliverables/Sitemap.md::The inventory[2]	sitemap,plan editor,mode	7	-	retained	-	-
r1452	reverse	behavioural	Dashboard is a Workspace view (SDD §11 future), V1 stage, read on mobile, and is not registered	docs/deliverables/Sitemap.md::The inventory[3]	sitemap,dashboard,workspace view	6	-	retained	-	-
r1453	reverse	behavioural	Renovation Plan is a Bases view (PRD §41, SDD §13), V1 stage, read on mobile, and is not registered	docs/deliverables/Sitemap.md::The inventory[4]	sitemap,renovation plan,bases view	8	-	retained	-	-
r1454	reverse	behavioural	Budget is a Bases view (PRD §41, SDD §13), V1 stage, read on mobile, and is not registered	docs/deliverables/Sitemap.md::The inventory[5]	sitemap,budget,bases view	7	-	retained	-	-
r1455	reverse	behavioural	Assets is a Bases view (PRD §41, SDD §13), V1 stage, read on mobile, and is not registered	docs/deliverables/Sitemap.md::The inventory[6]	sitemap,assets,bases view	3	-	retained	-	-
r1456	reverse	behavioural	Procurement is a Bases view (PRD §41, SDD §13), V1 stage, read on mobile, and is not registered	docs/deliverables/Sitemap.md::The inventory[7]	sitemap,procurement,bases view	5	-	retained	-	-
r1457	reverse	behavioural	Schedule is a Bases view (PRD §41, SDD §13), V1 stage, read on mobile, and is not registered	docs/deliverables/Sitemap.md::The inventory[8]	sitemap,schedule,bases view	7	-	retained	-	-
r1458	reverse	behavioural	Risks is a Bases view (PRD §41, SDD §13 as Risk), V2 stage, read on mobile, and is not registered	docs/deliverables/Sitemap.md::The inventory[9]	sitemap,risks,bases view	3	-	retained	-	-
r1459	reverse	behavioural	Work Packages is a Bases view named only in PRD §41, V1 stage, read on mobile, and is not registered	docs/deliverables/Sitemap.md::The inventory[10]	sitemap,work packages,bases view	6	-	retained	-	-
r1460	reverse	behavioural	Settings is a Settings tab (PRD §83, declarative), MVP stage, read on mobile, and is registered with one setting	docs/deliverables/Sitemap.md::The inventory[11]	sitemap,settings	3	-	retained	-	-
r1461	reverse	behavioural	Confirmation and deletion dialogs is a Modal (PRD §64, slice 15), MVP stage, mobile not applicable, and is not registered	docs/deliverables/Sitemap.md::The inventory[12]	sitemap,modal,confirmation,deletion	3	uxd.txt§25 Destructive Actions / gallery.txt§Shared vocabulary (Modal)	present	-	-
r1462	reverse	behavioural	Toasts and save-state indicator is Chrome (PRD §67, slice 13), MVP stage, mobile not applicable, and is not registered	docs/deliverables/Sitemap.md::The inventory[13]	sitemap,toast,save-state indicator	1	gallery.txt§Chrome (Toast, Save-state indicator)	present	-	-
r1463	reverse	behavioural	Budget, Schedule and Procurement resolve to their Bases rows rather than separate workspace-view candidates; a workspace view for any of the three arrives only with a named trigger, and Schedule's trigger already exists	docs/deliverables/Sitemap.md::The inventory[14]	sitemap,budget,schedule,procurement,trigger,bases	7	uxd.txt§5 Experience Architecture	contradictory	uxd§5 Experience Architecture>>docs/deliverables/Sitemap.md::The inventory[14]	-
r1464	reverse	behavioural	Work Packages is named in PRD §41 but omitted from SDD §13, and is listed anyway as product intent the design missed rather than a view that was refused	docs/deliverables/Sitemap.md::The inventory[15]	sitemap,work packages,prd,sdd	6	-	retained	-	-
r1465	reverse	behavioural	The Plan editor is a row in the inventory but not a registered surface: it is a mode of Renovation Project, persisted via getState(), with its own route but no view type, layout entry, or second hotkey	docs/deliverables/Sitemap.md::The inventory[16]	sitemap,plan editor,mode,getstate	7	-	retained	-	-
r1466	reverse	behavioural	Of thirteen inventory rows, only two are registered in src/ today, and the gap is the Feature's evidence rather than a defect; the count fell from sixteen to thirteen as three duplicate workspace rows became candidates without any surface being refused	docs/deliverables/Sitemap.md::The inventory[17]	sitemap,inventory,registered	2	-	retained	-	-
r1467	reverse	behavioural	One action, every input: a ribbon click, a command palette entry and any future toolbar entry all call one function, revealView, rather than each re-deciding entry and activation	docs/deliverables/Sitemap.md::Entry points, and the rule about them[1]	sitemap,revealview,ribbon,command,entry point	6	-	retained	-	-
r1468	reverse	behavioural	A view type and a command id are data — Obsidian persists the view type in the workspace layout and binds hotkeys to command ids — while the display names beside them are text and translatable	docs/deliverables/Sitemap.md::Entry points, and the rule about them[2]	sitemap,view type,command id,data	8	-	retained	-	-
r1469	reverse	behavioural	Route 1, Note to plan: a domain object must be findable from a note, Bases row, list or dashboard and navigable to its place in the plan — the one route no surface may omit, since it makes the plan an index rather than a picture	docs/deliverables/Sitemap.md::The routes[1]	sitemap,note,plan,route,index	8	-	retained	-	-
r1470	reverse	behavioural	Route 2, Plan to note: a selected object reaches its note in one move, via the inspector DTO	docs/deliverables/Sitemap.md::The routes[2]	sitemap,plan,note,inspector,route	8	-	retained	-	-
r1471	reverse	behavioural	Route 3, Object to Bases view: every spatial surface owes a second, non-spatial way to the same facts, decided once for every spatial surface as a Bases view	docs/deliverables/Sitemap.md::The routes[3]	sitemap,object,bases view,route	6	-	retained	-	-
r1472	reverse	behavioural	Route 4, Anywhere to settings: Obsidian owns this route, and the plugin adds no settings entry of its own since 1.13 renders and indexes the declarative definitions itself	docs/deliverables/Sitemap.md::The routes[4]	sitemap,settings,route,obsidian	7	-	retained	-	-
r1473	reverse	behavioural	The alternative-list route and the mobile read-only scope are one problem, not two: a Bases view satisfying PRD §44's alternative access is also the mobile surface	docs/deliverables/Sitemap.md::The alternative route, and why it is also the mobile story[1]	sitemap,alternative route,mobile,bases view	2	-	retained	-	-
r1474	reverse	behavioural	The Bases rows in the inventory do two jobs each — alternative access and mobile — and the price is that nothing plugin-specific can live in a row, no drawn state or canvas selection reflected there, paid on every spatial surface	docs/deliverables/Sitemap.md::The alternative route, and why it is also the mobile story[2]	sitemap,bases view,plugin-specific,canvas selection	4	-	retained	-	-
r1475	reverse	behavioural	Sitemap's own earlier claim that one view type means a mode the workspace cannot restore into was false: the pinned obsidian@1.13.0 typings carry View.getState()/setState() and a persisted ViewState interface, so a mode is restorable	docs/deliverables/Sitemap.md::Answered since, and where[1]	sitemap,view type,mode,getstate,restore	8	-	retained	-	-
r1476	reverse	behavioural	Human-readable project metadata is stored in Markdown notes using YAML frontmatter Properties, not a proprietary database or opaque binary format; each domain entity is persisted as a Markdown note with structured frontmatter and a free-form body	docs/adrs/0001-markdown-as-canonical-metadata-storage.md::Decision[1]	markdown,frontmatter,metadata,entity	6	prd.txt§36 Risks (Application Within an Application)	present	-	-
r1477	reverse	behavioural	Project data remains human-readable, diffable, and versionable with standard tools such as git, Obsidian sync, and manual editing	docs/adrs/0001-markdown-as-canonical-metadata-storage.md::Consequences[1]	markdown,git,versionable,diffable	4	prd.txt§20.9 Local-First Transparency	present	-	-
r1478	reverse	behavioural	Data is portable and remains understandable even without the plugin installed	docs/adrs/0001-markdown-as-canonical-metadata-storage.md::Consequences[2]	markdown,portable,plugin	6	research.txt§31 Local / Open Data as Trust Feature	present	-	-
r1479	reverse	behavioural	The plugin can interoperate with native Obsidian features: Properties, links, embeds, Bases, search, and tags	docs/adrs/0001-markdown-as-canonical-metadata-storage.md::Consequences[3]	markdown,obsidian,properties,bases,search	8	prd.txt§36 Risks (Retain: file links, backlinks, Obsidian commands)	present	-	-
r1480	reverse	behavioural	Mapping between Markdown/frontmatter and domain entities must be explicit via the Obsidian Repository Layer; raw frontmatter must not leak throughout the application, and every persisted shape needs schema validation and a schema version	docs/adrs/0001-markdown-as-canonical-metadata-storage.md::Consequences[4]	markdown,frontmatter,repository,schema validation,schema version	6	-	retained	-	-
